q,idx,round,rq_id,n_urls,snippet_len,gen_len
q92,9,1,3,6,30478,862
q92,10,1,4,3,28644,2170
q92,11,1,3,4,36473,2074
q92,12,1,5,5,40126,2168
q92,13,1,3,5,34625,2937
q92,14,1,5,6,36218,3621
q92,15,1,5,4,30577,2525
q92,16,1,4,5,37068,3728
q92,17,1,4,6,44833,3602
q92,18,2,6,4,36615,2942
q92,19,2,7,5,39176,2507
q92,20,2,6,5,32118,2123
q92,21,2,7,5,30384,3109
q92,22,2,6,5,32352,2897
q92,23,2,7,5,35068,3455
q93,0,0,0,5,32284,2121
q93,1,0,0,5,47483,3234
q93,2,0,1,3,51708,2657
q93,3,0,1,5,47312,2959
q93,4,0,2,6,27079,3766
q93,5,0,1,3,42431,3192
q93,6,0,2,6,32984,3645
q93,7,0,2,4,44494,3982
q93,8,0,0,5,48156,6423
q94,0,0,0,5,40300,1259
q94,1,0,1,6,29779,1754
q94,2,0,0,6,32991,1743
q94,3,0,2,5,37939,1999
q94,4,0,0,5,28165,1893
q94,5,0,2,4,43359,2294
q94,6,0,1,5,38526,2329
q94,7,0,2,4,34813,2579
q94,8,0,1,4,48032,3264
q95,0,0,0,6,33029,944
q95,1,0,1,4,40182,1618
q95,2,0,2,6,33875,1440
q95,3,0,2,5,39779,2314
q95,4,0,1,4,43782,2863
q95,5,0,2,5,28660,2630
q95,6,0,1,5,43270,3225
q95,7,0,0,3,40042,3958
q95,8,0,0,6,37989,4076
q96,0,0,0,5,43283,2533
q96,1,0,1,5,40201,2943
q96,2,0,2,5,48209,3238
q96,3,0,1,6,38775,3115
q96,4,0,0,6,46226,3201
q96,5,0,2,5,41428,2712
q96,6,0,2,4,40029,2501
q96,7,0,1,5,42404,4907
q96,8,0,0,2,55060,6043
q97,0,0,0,6,29916,2108
q97,1,0,1,3,37514,1535
q97,2,0,1,4,41773,2237
q97,3,0,2,5,34284,2258
q97,4,0,0,4,37850,2223
q97,5,0,2,5,32234,3009
q97,6,0,0,4,49653,3955
q97,7,0,2,2,44460,3335
q97,8,0,1,3,28839,4031
q98,0,0,0,4,43462,864
q98,1,0,0,6,34292,1976
q98,2,0,0,6,39714,2393
q98,3,0,1,4,36255,2505
q98,4,0,1,5,43755,2716
q98,5,0,1,5,42213,2608
q98,6,0,2,4,37990,2688
q98,7,0,2,4,36937,3121
q98,8,0,2,4,34102,3659
q98,9,1,3,6,40770,1489
q98,10,1,3,6,20513,1322
q98,11,1,4,6,34834,1722
q98,12,1,4,6,45326,1987
q98,13,1,3,6,36347,1903
q98,14,1,5,5,45017,2042
q98,15,1,5,6,27478,2121
q98,16,1,5,6,25168,2627
q98,17,1,4,5,34510,3057
q98,18,2,6,6,26924,935
q98,19,2,7,6,34834,2408
q98,20,2,6,5,28002,1374
q98,21,2,8,6,26887,1915
q98,22,2,6,5,28258,1870
q98,23,2,7,6,40182,2847
q98,24,2,7,5,27559,2814
q98,25,2,8,6,41317,2821
q98,26,2,8,6,39096,3950
q99,0,0,0,5,34181,958
q99,1,0,0,5,40130,1113
q99,2,0,1,5,35487,1144
q99,3,0,2,6,34985,1335
q99,4,0,2,6,43724,1533
q99,5,0,1,6,33096,2394
q99,6,0,2,4,35889,3029
q99,7,0,1,6,47517,3332
q99,8,0,0,5,41903,3603
q99,9,1,3,6,40735,895
q99,10,1,3,5,41629,2260
q99,11,1,4,4,41017,2723
q99,12,1,3,6,31500,2725
q99,13,1,5,5,37526,2335
q99,14,1,4,4,42458,3151
q99,15,1,4,5,43124,3640
q99,16,1,5,4,41164,3243
q99,17,1,5,5,28138,3679
q100,0,0,0,5,42501,2345
q100,1,0,1,3,37949,2739
q100,2,0,2,5,35499,2850
q100,3,0,0,5,40052,2798
q100,4,0,1,5,40311,3357
q100,5,0,0,6,39867,3302
q100,6,0,2,5,42283,3137
q100,7,0,2,2,43208,3335
q100,8,0,1,4,36775,3814
q100,9,1,3,4,45343,2032
q100,10,1,4,4,38943,2073
q100,11,1,5,6,47314,2633
q100,12,1,5,5,44199,2766
q100,13,1,3,6,31474,2762
q100,14,1,4,5,35780,3055
q100,15,1,4,5,36172,3693
q100,16,1,3,3,53173,3747
q100,17,1,5,3,40540,3804
q100,18,2,6,5,40950,2093
q100,19,2,6,5,35780,3010
q100,20,2,7,3,41554,2802
q100,21,2,8,5,33090,2670
q100,22,2,7,4,41620,3267
q100,23,2,6,5,36172,4171
q100,24,2,7,2,46424,3113
q100,25,2,8,5,37935,4166
q100,26,2,8,3,42921,4227
